,index,content,score,score_cat,detected_language
10313,3178,!,5,positive,en
10314,3179,this is sweet,5,positive,en
10315,3179,it naturally has a way of humanizing our writes especially when we rephrase,5,positive,en
10316,3180,chatgpt is a great tool than can be used in all professional work and it's been incredibly helpful in my work,5,positive,en
10317,3181,it is a very good thing to have such a powerful ai tool available for normal citizens but i would really like to see its full potential can be used by every single person to produce the 100 outcome of his work without any charges to be given,4,neutral,en
10318,3182,this application is new it has silly problems but i hope openai will bring a lot of tools in future,5,positive,en
10319,3182,i'm impressed that openai published the chatgpt 3.5 mobile version for free it's quite fast and accurate,5,positive,en
10320,3183,loved the paid version,5,positive,en
10321,3183,it made my life easy,5,positive,en
10322,3183,i can do 5 hours of research in a few minutes,5,positive,en
10323,3184,it's an amazing app you must check it out .,5,positive,en
10324,3184,i really enjoy the app it's something more than amazing it's very userfriendly and helpful,5,positive,en
10325,3185,the best and strongest ai till now in my opening,5,positive,en
10326,3185,keep working on this,5,positive,en
10327,3185,this will definitely change the shape of this civilisation one day all the best,5,positive,en
10328,3186,not much experience than chrome and it's information too showing the results of 2021 before is like not knowing complete information of the subject,1,negative,en
10329,3187,honestly this app is so good.... other similar apps had questions limit but in this app it's unlimited and i love it.... very easy to understand....,5,positive,en
10330,3188,very bad experience in this openai service because a mobile no is link with an account but showing that this no is link with multiple accounts,1,negative,en
10331,3189,it is the best app i have ever seen,5,positive,en
10332,3189,its very good .,5,positive,en
10333,3189,its like a friend with you that gives your questions answer everytime.,5,positive,en
10334,3190,this is the best assisting app ever it can break down this to your understanding and fun to chat with .,5,positive,en
10335,3191,very good and helping ...but not updated beyond 2021 all information and explanations are based upon knowledge before 2021,4,neutral,en
10336,3192,so far i love the free version,5,positive,en
10337,3192,been simple to use and it has understood each request i've asked of it,5,positive,en
10338,3193,better than web version and fast response and good gui also but have a problem like some of buttons are missing in app version from web version,5,positive,en
10339,3194,other than the obnoxious i am a model by openai and it spewing is before saying however and then answer which is super annoying it's a very useful tool,4,neutral,en
10340,3195,my ultimate coding companion,5,positive,en
10341,3195,instant solutions fresh ideas and a techsavvy mentor in my pocket,5,positive,en
10342,3196,before we should openai from our chrome trouser but its very good feature that it came a play store.its very very good and amazing feature that it answers all the question in any language we ask to it,5,positive,en
10343,3197,i تطبيق جيد لكن لديه بعض المعلومات الخاطئة i اتمنى i تحدث معاوماته الى معلومات 2022 it's a good app but it has some incorrect information i hope that its information will be updated in 2022 or 2023 if possible,4,neutral,en
10344,3198,seems ok but the app gives any mathematical equations in the latex format which is almost unreadable,3,negative,en
10345,3199,need to keep up with the trend and happenings would love to see a chat share option in mobile version,4,neutral,en
10346,3200,good app but it's voice prompt feature should be improved,4,neutral,en
10347,3200,it has bugs,4,neutral,en
10348,3201,a very great ai abut sometimesthe response or the solution to question i ask is wrong or the formula which is applied is also sometimes wrong .,4,neutral,en
10349,3202,voice typing needs severe upgrade it's literally not working,3,negative,en
10350,3202,loved the app otherwise,3,negative,en
10351,3203,i think chatgpt is the best ai app that can help you a lookit helped me in many ways ranging from tech to food and much more,5,positive,en
10352,3204,chatgpt very helpful is really boosting up everything anyone find doing it writing is there for you what about programming is there for you,4,neutral,en
10353,3204,i just want to encourage everyone getting into the the game of chatgpt before such a one become back obsolete in this generation o chatgpt is very efficient and up to any task you send he reply without delay i like chatgpt very well and more importantly there are many version i of chatgpt and all very good on the stages of your development with change,4,neutral,en
10354,3205,very insightful and helping to explore ideas from different sources in short time and give directions to reliable sources for one to find a right path in various issues of their interest,4,neutral,en
10355,3206,please optimize for keyboardmouse support,3,negative,en
10356,3206,scrolling with keyboardmouse is difficult,3,negative,en
10357,3207,a unique and ingenious system with a more user friendly focus than asking questions via a search engine,5,positive,en
10358,3208,an excellent digital buddy,5,positive,en
10359,3208,expecting more features in the near future,5,positive,en
10360,3208,lets evolve together with air,5,positive,en
10361,3208,i hope we will be end up in creating the terminators,5,positive,en
10362,3209,good app .,5,positive,en
10363,3209,it helps us in many ways sometimes we are in a confusion but the aii gives us right opinion .,5,positive,en
10364,3210,not too good for real information,1,negative,en
10365,3210,it is good as a training tool for the subscription tools,1,negative,en
10366,3211,a really good app like it,5,positive,en
10367,3211,it really makes me happy when i talk to it .,5,positive,en
10368,3211,keep going ahead best of lucky,5,positive,en
10369,3212,this is one of the best ai app i've come across so far in my life.... started using it today and it solved all the questions i throw at it....i love the app it's very handy,5,positive,en
10370,3213,easy to use but it is not letting me watch and delete my history,2,negative,en
10371,3213,it's showing terror occurred,2,negative,en
10372,3214,i am not able to login i tried a bunch of times but it just says oops it might be a bug or errorplease fix this problem,1,negative,en
10373,3215,great,5,positive,en
10374,3215,i think i can't live without it in future once i have known it's tru potential using it daily since almost one months,5,positive,en
10375,3216,first impression on chatgpt great and user friendly especially like the feature of exporting the chat,5,positive,en
10376,3216,nice work guys,5,positive,en
10377,3217,amazing app,4,neutral,en
10378,3217,do recommend,4,neutral,en
10379,3217,response time is a bit slow but works very well,4,neutral,en
10380,3218,there is no app that has ever assisted and impressed me like chatgpt.,5,positive,en
10381,3218,i promote the app,5,positive,en
10382,3218,i tell everyone about it,5,positive,en
10383,3218,and i'll keep doing that !,5,positive,en
10384,3219,the app is not giving any answers to my questions,1,negative,en
10385,3219,amd keeps saying my network is error even though my internet speed is completely okay,1,negative,en
10386,3220,constantly not available due to network error despite everything else on my phone working fine whether wifi or go,1,negative,en
10387,3221,chatgpt thank you so much,5,positive,en
10388,3221,this app really helped me lot for my research and assignments,5,positive,en
10389,3221,this app is really helpful,5,positive,en
10390,3222,love to see it come to mobile but i cant log ini click on the log in button i type in my opera's account credentials and when i hit log in it just brings me back the the log in thing,1,negative,en
10391,3223,although chatgpt was fun to use i am just loving the new voice feature,4,neutral,en
10392,3223,the best thing is that it is free,4,neutral,en
10393,3224,not working without google chrome,1,negative,en
10394,3224,i'm using firebox and deleted chrome on my phone i don't want to install chrome again,1,negative,en
10395,3225,very interesting app funny questions answers and tips she gives i can have some funny conversations with her really she can tell amazing love stories,5,positive,en
10396,3225,wishing him continued success,5,positive,en
10397,3226,pretty fast and i'm thinking on getting get but gpt3.5 is great it's fast it works well it gives me the answers that i askedwanted for :,5,positive,en
10398,3227,i try logging in is telling me that theirs is no app for login i should install goggles chrome which i have it i thought may be the app need update so i updated it still not working please fix the app,1,negative,en
10399,3228,chatgpt is hai amazing world۔whatever you don't know this software puts a treasure trove of words and sentences in front of you in one to two seconds,5,positive,en
10400,3229,cannot login with the app the website is the only thing that is working but the app has problems any email i use i can't login with the app but i'm glad the website is working .,3,negative,en
10401,3230,it's amazing i use this app to development on a wordless theme development project,5,positive,en
10402,3230,it's called ' notify wordless theme search on google to view the theme demon,5,positive,en
10403,3230,thank you,5,positive,en
10404,3231,simple and effective app,5,positive,en
10405,3231,the i is very clean and minimal,5,positive,en
10406,3231,the app is light and fast compared to the website,5,positive,en
10407,3231,i hope the developers keep it that way in the future,5,positive,en
10408,3232,this is great i mean never faced any problem with this app,5,positive,en
10409,3232,works as good as desktop for me,5,positive,en
10410,3233,life changer app for students,5,positive,en
10411,3233,i i literally shocked when i type any types of questions this chatgpt gives pointed answer,5,positive,en
10412,3233,which i needed i fully recommended you to use this chatgpt you will never disappoint........,5,positive,en
10413,3234,can't login with google account,1,negative,en
10414,3234,the app wouldn't respond even though my internet connection is intact,1,negative,en
10415,3235,this map is very useful but the problem is it doesn't shows pictures i asked for drawing and they are telling they can't share pictures,4,neutral,en
10416,3236,it became very lagging lately especially on my phone,1,negative,en
10417,3236,even logging in takes plenty of time and often failed,1,negative,en
10418,3237,i love this,5,positive,en
10419,3237,as much for the sting it caused 600 knock off apps that made gross profits off of the same ape available on bing for free,5,positive,en
10420,3237,thanks,5,positive,en
10421,3237,lol,5,positive,en
10422,3238,so far 5 of i,5,positive,en
10423,3238,very helpful and enjoyable collaborator for recapturing some awesome ideas such as prohuman interfaith bill of rights concepts and prochildrenrights policies for positive brainstorming,5,positive,en
10424,3238,i will continue to use with much gratitude,5,positive,en
10425,3239,best ai tool which helped me a lot in saving my time in thinking things and also in increasing productivity,5,positive,en
10426,3240,chatgpt is good for a student of school and college,5,positive,en
10427,3240,this app help to complete all homework and any type of other work love it,5,positive,en
10428,3241,very good app,5,positive,en
10429,3241,just that it does not know anything after september 2021 which is quite boring.but it is class,5,positive,en
10430,3242,it allows me to log in using my microdot account on the browser version but i cannot log in using the same credentials on this android app,1,negative,en
10431,3242,so right it's trash and it doesn't work,1,negative,en
10432,3242,uninstalled!,1,negative,en
10433,3242,!,1,negative,en
10434,3243,this app is just lit,5,positive,en
10435,3243,you just have to give the right prompts in order to get the results you desire,5,positive,en
10436,3244,great,5,positive,en
10437,3244,but please add ability to edit previous query without having to retype just like on the web app...,5,positive,en
10438,3245,original app icon doesn't support teeming,5,positive,en
10439,3245,updated app icon supports teeming now,5,positive,en
10440,3245,developer response was quick,5,positive,en
10441,3246,i've been using chatgpt since april and this app since its release,5,positive,en
10442,3246,it's absolutely amazing,5,positive,en
10443,3247,this is the best integration from web to app and the app looks great i love it... thank you openai for the gift of chatgpt app hope to see and be part of your next project.thank you,5,positive,en
10444,3248,this app is very helpful,5,positive,en
10445,3248,i was impressed when i first used this,5,positive,en
10446,3248,also there's been no issue with the app at the moment,5,positive,en
10447,3248,keep up the good work,5,positive,en
10448,3249,still no payment subscription,5,positive,en
10449,3249,make it soon to enjoy the application,5,positive,en
10450,3249,the application is almost good,5,positive,en
10451,3250,it needs to be updated the last update was 2021 which is not giving me the currentupdate answers apart from that it's a very good app to use,2,negative,en
10452,3251,the best app ever seen it does your every solution is the easy way to learn fast gives ans to every question in simple wayapart chatting with off user should chat with chatgpt...,5,positive,en
10453,3252,sometimes it is just a more hard to understand some things because that are too high level,4,neutral,en
10454,3253,it was wonderful experience ever i had since i'd never interacted with such intellectual platform having enormous potential to answer questions so much precisely it's fine that it lacks in solving jee level maths questions but it has scientific approach in answering the questions which is comparatively better choice than other searching platforms,5,positive,en
10455,3254,the turned out to be a nice one,5,positive,en
10456,3254,the response time on app is way faster than web,5,positive,en
10457,3254,some small features like attic feedback are making it more beautiful,5,positive,en
10458,3255,this map is so much good and very helpful when i don't understand any thing in school i come direct here and ask chatgpt about that and it give the perfect and very well as i have wanted thank u so much to you for providing a helpful source,5,positive,en
10459,3256,it would be much better if it has ai voice but its all better now since a there's a lot of fake chatgpt in playstore.,4,neutral,en
10460,3257,very useful if you learn how to use it properly it will solve tonnes of you've problems,5,positive,en
10461,3258,have been using this app for a while and all i can say is that it's the best advisor guide and teacher that i have ever had,5,positive,en
10462,3258,thank you from the bottom of my heart,5,positive,en
10463,3259,i asked how to maximize the earning potential in my field,5,positive,en
10464,3259,the answer was poignant early precise and 100 correct,5,positive,en
10465,3260,good,5,positive,en
10466,3260,i like it .,5,positive,en
10467,3260,pretty helpful .,5,positive,en
10468,3260,but it should have the ability to accept and return images as well .,5,positive,en
10469,3261,this app is really awesomest gives me some reliefthe app tries to help as much as possible by posting like its people,5,positive,en
10470,3262,great platform,5,positive,en
10471,3262,it's almost weird how intelligently chatgpt interacts,5,positive,en
10472,3262,kudos,5,positive,en
10473,3263,best and simple all i wish is to update its information to the latest as of now it has been limited to 2021,4,neutral,en
10474,3264,fantastic app addition in my mobile phone,4,neutral,en
10475,3264,i'm waiting for android now it's comes,4,neutral,en
10476,3264,super fast than web version... thanks openai.,4,neutral,en
10477,3265,what a disgrace by ai experts that app gets stuck on login and sign process so there's no way to actually use it,1,negative,en
10478,3266,this is the best app ever i have found so far,5,positive,en
10479,3266,it can solve 99.9 of your problems.... rest 0.1 is no one can i,5,positive,en
10480,3267,this is a fantastic ai as in google it will make us fells we are in problem but this ai is just opposite so this is a good ai but it will need some updates,5,positive,en
10481,3268,its the best assistant its better than siri or alexa but there's a problem the problem i's when i say can i call you alexa,5,positive,en
10482,3268,it's says ok but when i say hi alexa it's says you cant call me by this name so fix it,5,positive,en
10483,3269,the app is user friendly and helpful for generating thoughts that we need to know and it helps us to go beyond the human thought can got,5,positive,en
10484,3270,this app is the best thing i have ever seen if i could give it 10 stars i would it is honest and you get what you are looking for thank you chatgpt!!!!!!!,5,positive,en
10485,3270,!,5,positive,en
10486,3271,very first and reliable however i'm also suggesting that you should provide a photo upload bottom,4,neutral,en
10487,3272,it works perfectly it's the official chatgpt from opening its not the knock offs but i took away a star because not everything is fully to date,4,neutral,en
10488,3273,perfect system that gives clear and concise answers immediately,5,positive,en
10489,3274,best thing ever,5,positive,en
10490,3274,it's getting easier to use and extremely helpful in every day tasks,5,positive,en
10491,3275,wow every answer to my question is just in this app,5,positive,en
10492,3275,this app has become my best friend where i share my problems and assignments with,5,positive,en
10493,3275,i'll give it a 5 star rating,5,positive,en
10494,3276,it is so much helpful for us.but there are some problems when writing in bengali language,5,positive,en
10495,3277,please add app for wearable os and support for plains and it will be perfect,4,neutral,en
10496,3278,can not login all the time i have to log in solve catch and again cell to insert email dress,1,negative,en
10497,3279,its really really helpful for school and universities students in academic basis,5,positive,en
10498,3280,this app is more useful for with class and that brainy app taking money like for year 1094 and for month 109 we should pay for brainy app chatgpt is the best app it is more useful,5,positive,en
10499,3281,all i can say is...this app is excellent,5,positive,en
10500,3281,one request though please update its air,5,positive,en
10501,3282,i'm uninstalling.,1,negative,en
10502,3282,the puzzle to verify me as a person takes forever to load,1,negative,en
10503,3283,it is extremely useful for assignment and project work for students,5,positive,en
10504,3284,just had an incredible experience with chatgpt i it's absolutely amazing,5,positive,en
10505,3284,chatgpt impressive chatgpt the best virtual assistant ever,5,positive,en
10506,3284,.,5,positive,en
10507,3284,that i have used chatgpt amazing chatgpt never ceases to amaze me,5,positive,en
10508,3284,chatgpt impressive,5,positive,en
10509,3285,very nice app i am using this app since long no lags no crashes nice .,5,positive,en
10510,3285,great app,5,positive,en
10511,3286,love that you can search your previous chats although it does suck that they are only from the last 30 days,5,positive,en
10512,3287,it have some issues.... but it's ok one can easily helped by it .,3,negative,en
10513,3287,if it has access to tell current information ....,3,negative,en
10514,3288,overall everything is good but please add a update for 2023 version .,4,neutral,en
10515,3288,the information is old,4,neutral,en
10516,3289,a great step to a glimpse of what awaits tomorrow,5,positive,en
10517,3289,a pal on the go feels like we tapping in to that other half of the brain,5,positive,en
10518,3289,rated a for awesome,5,positive,en
10519,3290,very easy and convenient to use easier than google point to point answer,5,positive,en
10520,3291,perfect but we want updated search results on daily basis,5,positive,en
10521,3292,won't let me register because it thinks my phone number is a landline,1,negative,en
10522,3292,clearly not a brilliant code,1,negative,en
10523,3293,very good to bring it as an app it is very easy to use it as an app rather than using it on a browser well done,5,positive,en
10524,3294,i would like to change my rating but i have no way to sign in because i don't have access to my email anymore only my phone number,1,negative,en
10525,3294,please help me,1,negative,en
10526,3295,wow amazing experience but if this application can provide some picture based information then it will be very beneficial,5,positive,en
10527,3296,newest version only show loading screen in my devices,1,negative,en
10528,3296,will change to 5 once fixed,1,negative,en
10529,3297,i'm very impressed with chatgpt.,5,positive,en
10530,3297,it feels like talking to a real smart person,5,positive,en
10531,3298,it can act just like my dream boyfriend furry cute gamer supportive does i smart always listen to you virtually hugs you and can even talk lolcat!!!,5,positive,en
10532,3298,i don't think i ever need a boyfriend girl anymore 3,5,positive,en
10533,3299,it's a great app i really like it .,4,neutral,en
10534,3299,this app helps me a lot in my work,4,neutral,en
10535,3299,so i will recommend you to download this amazing app,4,neutral,en
10536,3300,i'm getting an error when trying to log in dose not mater which login option i try,1,negative,en
10537,3301,chatgpt was very brilliant so i can do the creative ideas plus i give it 5 out of 5,5,positive,en
10538,3302,it's really nice talking with it .,1,negative,en
10539,3302,it feels more like a good and intelligent friend then an ai,1,negative,en
10540,3303,the best answer provide us ever and also useful for excellent sources of educational and knowledge thank you,5,positive,en
10541,3304,every thing fine but if u add the access for camera it would be a lot better,3,negative,en
10542,3305,i've been using this to help me find and fix the issues with my car i have to say that it's incredibly helpful,5,positive,en
10543,3306,this is the best app i've had on my phone it literally helps you with every single thing and there's no glitch,5,positive,en
10544,3307,chatgpt have not access current news and new version,1,negative,en
10545,3307,of chat get plus have no any kind of free trial its too much disappointed to me,1,negative,en
10546,3308,great app has literally changed the way is study and work,5,positive,en
10547,3309,you have to be very specific with questions then and only then it provides answers correctly,4,neutral,en
10548,3310,this is useful to learn some how in studies and it is useful in our daily life and ai is sometimes danger and sometimes it be so useful that you cant think it ️️️ jay hind jai india chart mata ki jai,5,positive,en
10549,3311,it's very useful apply just add a feature of image or video generating,5,positive,en
10550,3312,the app isn't working for me infact it doesn't open at all ad i don't know why,1,negative,en
10551,3313,outdated with info to 2021. does not generate current information,3,negative,en
10552,3314,this app is good for you'll download it to help you in homeworksthis app is helping me to do some homework,1,negative,en
10553,3315,great response ai.... i love you so much thank you,5,positive,en
10554,3315,as a hurting individual dealing with mistakes and wrong decisions by me and others you do help the humankind mentality,5,positive,en
10555,3315,again thanks,5,positive,en
10556,3316,they want your phone number to set up an account and you need an account to access chatgpt.,1,negative,en
10557,3316,horrible,1,negative,en
10558,3316,15 stars,1,negative,en
10559,3317,why can't i login,1,negative,en
10560,3317,i've made several attempts it keeps bringing me to login prompt,1,negative,en
10561,3318,the most amazing app i ever used in my whole life,5,positive,en
10562,3318,i and it is finally on playstore ... chatgpt always helps me lot i thank you so much,5,positive,en
10563,3319,it is a good for students and children etc so it is very useful,4,neutral,en
10564,3320,please make a widget for homepage like a search bar,5,positive,en
10565,3320,thanks,5,positive,en
10566,3321,this app is amazing i recommend you'll to download it... except it won't fail later but for now it's the best,4,neutral,en
10567,3322,love it tells me every thing i need i might not use it all the time but it is something you definitely should have on your phone,4,neutral,en
10568,3323,the app is very helpful in my studies but lately doesn't want to work although i have good internet,3,negative,en
10569,3323,?,3,negative,en
10570,3324,i am so much like this app because it solved all my problems with great and conceptual response thanx,5,positive,en
10571,3325,good work but please add videos to it or images especially medical condition,5,positive,en
10572,3326,love it,5,positive,en
10573,3326,thanks to the creator of the most high for our different gifts in life existence to explore,5,positive,en
10574,3327,please add support for latex and the ability to edit your messages,4,neutral,en
10575,3328,completely free,5,positive,en
10576,3328,no greedy ads or whatsoever,5,positive,en
10577,3328,only if im a programmer i might pay for the app as well,5,positive,en
10578,3329,best,4,neutral,en
10579,3329,app and very helpful app for asking questions whatever isn you used from this it will reply full details of this isn depend on your isn and in this app special thing is that there is no no distraction like google when you search on google that will give you many ans but that's different from this app,4,neutral,en
10580,3330,its help me lot very useful app but sometimes its not getting open today its not opening 11october2023,5,positive,en
10581,3331,great turnout on the app icon teeming support,4,neutral,en
10582,3331,now feature parity with the website would be amazing,4,neutral,en
10583,3332,the experience is flexible and unique,5,positive,en
10584,3332,chatgpt could improve by adding image info too,5,positive,en
10585,3333,the best app i have seen in my life for presentations and was very useful for my son's assignments,5,positive,en
10586,3333,!,5,positive,en
10587,3334,much better then i thought,5,positive,en
10588,3334,i can write whatever you like like writing an ohio style essay,5,positive,en
10589,3334,very impressive indeed,5,positive,en
10590,3335,can't complete my registration because of where i am from and when i connect through a van to hide my ip address i get blocked,1,negative,en
10591,3335,not fair :,1,negative,en
10592,3336,it is not working on my phone,1,negative,en
10593,3336,error message,1,negative,en
10594,3336,no compatible browser application is installed,1,negative,en
10595,3337,we can basically communication with the system itself rather than putting the input and simply getting the output like google,5,positive,en
10596,3338,starting to trade in the stock market can be a fulfilling way to invest but it's essential to approach it with caution and educate yourself,5,positive,en
10597,3338,here are the basic steps to get started 1. educate yourself learn about how the stock market works different types of investments and trading strategies,5,positive,en
10598,3338,there are many books online courses and educational websites that can help,5,positive,en
10599,3338,2. set financial goals determine your investment goals,5,positive,en
10600,3338,are you looking for shorter gains longue,5,positive,en
10601,3339,i have given 5 stars but one thing you need to improve that it could send images and can generated ai images,4,neutral,en
10602,3340,it's really good but we face some issues like chatgpt is 2021 update but we are searching 2023 current knowledge so some time he can't answer my question i think openai update this app solve voice and make images option thanks,4,neutral,en
10603,3341,overall great the only problem i found was outdated information,5,positive,en
10604,3341,it needs to be updated asap,5,positive,en
10605,3342,there is problem in all devnagari writing,3,negative,en
10606,3342,costing is also too high that medium or small income people can afford in indian,3,negative,en
10607,3343,especially after adding personal information and wishes for chatgpt this tool is just priceless,5,positive,en
10608,3343,thank you for it,5,positive,en
10609,3344,it's best i wish there were room for image generation that would be great and plus update the ai it's still back dated to 2021 and that sucks,5,positive,en
10610,3345,absolutely marvellous,5,positive,en
10611,3345,bring it up to date since the last update was in september 2021.,5,positive,en
10612,3346,very experience app whenever you stuck at any stage you can use it for a instantly rapid response and and que,5,positive,en
10613,3347,i'm glad to know that this type of app exist..honestly i wish i knew about this app earlier,4,neutral,en
10614,3347,the reason why i gave this a 4 star instead of 5 is because it doesn't show images...would have been much better with that,4,neutral,en
10615,3348,most comfortable app for making researches,5,positive,en
10616,3348,i really thank openai for converting chatgpt from a website into an app,5,positive,en
10617,3348,this is simply awesome,5,positive,en
10618,3349,it's good but it needs to have a function that allows dark fantasy or stories,4,neutral,en
10619,3349,letting the app make concept stories for dark fantasies could help aspirin dark fantasy authors not just dark fantasy even dark sci fi,4,neutral,en
10620,3350,i like that response is very fast just try to explore more words it uses repeat of words in every sentence,4,neutral,en
10621,3350,!,4,neutral,en
10622,3351,it's great at helping me come up with professional responses when i get stuck or when i want to learn some new facts,5,positive,en
10623,3352,oh man,5,positive,en
10624,3352,this app is life saver for me.... i am doing diploma in it branch it helps me a lot when i have a trouble in coding lots of love to this app,5,positive,en
10625,3353,i used the web version of it and wanted to have a mobile version am very happy for it and respect to openai to not giving any ad in the app .,5,positive,en
10626,3354,i think it's time to update information and status,5,positive,en
10627,3354,it's of september 2021. we're in 2023 new syllabus of studies and so much more info not available,5,positive,en
10628,3355,i would prefer having the beta addons for this candor code interpreter,4,neutral,en
10629,3355,if this is using whisper i appreciate that element for the onthe nature,4,neutral,en
10630,3356,the i is simple and straight forward,5,positive,en
10631,3356,can't wait to see how it changes over time,5,positive,en
10632,3356,thanks to openai team,5,positive,en
10633,3357,the app is wonderful but sometimes it shows that internet connection is not available even though other apps are working fine,4,neutral,en
10634,3358,i love the app and is more easier to use than the and he have a clean and simple interface,5,positive,en
10635,3359,amazingly i find this application the most useful guide in intellectual and business discussions,5,positive,en
10636,3359,bravo,5,positive,en
10637,3360,im trying to make a script for my horror series for halloween and somebody is supposed to die but when i say to add the death it says that it cant do violence,2,negative,en
10638,3361,this app or ai is very good for finding answer and can be experienced as a voice assistant................,5,positive,en
10639,3362,best ai app i have ever used and gives you straight responses,5,positive,en
10640,3362,and i would recommend people to download this app,5,positive,en
10641,3362,keep it on i can't see your next update,5,positive,en
10642,3363,chatgpt is an incredible language model that's become an indispensable tool on my android device,5,positive,en
10643,3363,its ability to understand and respond to a wide range of topics is impressive,5,positive,en
10644,3363,i use it for quick answers to questions brainstorming ideas and even for entertainment through creative storytelling,5,positive,en
10645,3363,the apps user interface is clean and intuitive making it easy to interact with chatgpt.,5,positive,en
10646,3363,whether you need assistance or just want to have some fun conversations chatgpt is the perfect companion,5,positive,en
10647,3364,good but there's no option of saving the answer and solutions provided in it by the ai so it kind of becomes stressing,2,negative,en
10648,3365,dope app it is very advanced more than expectations the amount of knowledge it has is unmeasurable.,5,positive,en
10649,3366,terrible,1,negative,en
10650,3366,not able to create an account using the login setup system neither by gmail account or create a new account with chatgpt,1,negative,en
10651,3367,the quick response from the internet and use the personalization feature brainstorming topics and content and prioritize process with your best and 100 ability and do everything you can,5,positive,en
10652,3368,really really helped me with my assignments,5,positive,en
10653,3368,can't explain the gratitude i hold for this app and its developers,5,positive,en
10654,3368,for 5 stars,5,positive,en
10655,3369,i haven't seen an ad so far,5,positive,en
10656,3369,that's nice and the ai is sweet and responds fast,5,positive,en
10657,3370,really good sometimes the ai will misinterpret the question that's why you have to be really specific with it,4,neutral,en
10658,3371,when i try to login with google it says to enable cookies,1,negative,en
10659,3371,my cookies are already enabled but it still won't work,1,negative,en
10660,3371,broken,1,negative,en
10661,3372,very impressive all the same i'm pursuing ways in which to interact on a greater level,5,positive,en
10662,3373,its a great way to test out this ai on android without having to be on your pa or in a slow browser,5,positive,en
10663,3374,this app give me a huge boost to speed my learningbut i hope it will get updated soonand coming up with pictures and voices with the response,4,neutral,en
10664,3375,the much awaited app is now functional,5,positive,en
10665,3375,thanks to the entire team for bringing up a revolutionary app for the whole world,5,positive,en
10666,3376,not loading properly,1,negative,en
10667,3376,i only see a black dot when i open the app,1,negative,en
10668,3377,it is a good application,3,negative,en
10669,3377,please add bangle language,3,negative,en
10670,3377,then it will more helpful for us,3,negative,en
10671,3378,it is absolutely a game changer ai but doesn't has much educational information i would like it if it has az educational knowledge,3,negative,en
10672,3379,overall great but the only issue i have is that this app can't seem to process the latex typesetting.,4,neutral,en
10673,3380,it's here in indian,5,positive,en
10674,3380,wow at last i can see the authentic chatgpt app on my phone,5,positive,en
10675,3380,now it makes more sense to buy the paid subscription to chatgpt 4. thanks,5,positive,en
10676,3381,good interface but very limited formatting latex support compared to the web version,4,neutral,en
10677,3382,the app is very good,4,neutral,en
10678,3382,it answers all my questions,4,neutral,en
10679,3382,but sometime it can't,4,neutral,en
10680,3382,i think that if we had chatgpt voice assistant,4,neutral,en
10681,3383,easy to used,5,positive,en
10682,3383,but the inability of accessing new incidents lacks the experience,5,positive,en
10683,3383,however as long as it is under the control of human being we are good,5,positive,en
10684,3383,i,5,positive,en
10685,3384,excellent and exciting way to learn so many things,5,positive,en
10686,3384,very helpful tool indeed,5,positive,en
10687,3385,i've had a wonderful experience using this app so far my highly,5,positive,en
10688,3385,recommend it to anyone who writes books,5,positive,en
10689,3386,chatgpt is looked lit fame,5,positive,en
10690,3386,it's crazy accurate and hella impressive,5,positive,en
10691,3386,it's like having a superstar homie right in your phone,5,positive,en
10692,3387,it's all correct and also fantastic but i will request to updates it has only the news till september 2021. so i gave only 4 stars,4,neutral,en
10693,3388,i'm glad they made a native app for chatgpt.,3,negative,en
10694,3388,performance is definitively faster than the browser version,3,negative,en
10695,3388,but the app lacks so many features especially for chatgpt plus users,3,negative,en
10696,3388,the app doesn't have an edit prompt feature which is very useful when you make mistake in your prompt and want to revise it,3,negative,en
10697,3388,it also lacks the beta features the plain and code interpreter model,3,negative,en
10698,3389,an amazing and simple app that answers questions in the most incredible way catgut team keep up the good work,5,positive,en
10699,3390,i don't know what to expect but it needs to get updated like chatsonic but the better thing is that you have infinite words,5,positive,en
10700,3391,this chatgpt app in particular cant solve complex metaphysics and chemistry questions.thats just the problem with it,2,negative,en
10701,3392,soo smart it gives so many information and can be understand very easily,5,positive,en
10702,3393,great apply,5,positive,en
10703,3393,though i wish they would link features from pa to the android version,5,positive,en
10704,3394,i'm still confused but i believe the more we grow and learn together the better both of our futures with coexistence as our forefront model objective and outcome to be,4,neutral,en
10705,3394,we'll both be just fine,4,neutral,en
10706,3395,pointless app it's just the web site wrapped in an app,1,negative,en
10707,3395,i expected i could converse speak to it and it would speak back to me,1,negative,en
10708,3396,overall great ai but sometimes it gets way difficult to chat with because of the restrictions,4,neutral,en
10709,3397,it is more convenient since i'm not good at making paragraph i appreciate your work and be honest guys it's way more useful love your app,5,positive,en
10710,3398,i have been using this since 3months.and i must say i am fully satisfied with this new technological innovation which makes humankind more easier than ever,5,positive,en
10711,3399,unable to login says something went wrong all the time,1,negative,en
10712,3399,very frustrating,1,negative,en
10713,3400,the true definition of ai this app is so accurate though please try to update on the data knowledge because the one of 2021 is out of date,5,positive,en
10714,3401,absolutely awesome to get the exact information for the particular query.make things easier to the user,5,positive,en
10715,3402,it's exactly what you'd want an ai chat app to be,5,positive,en
10716,3402,simple and intuitive,5,positive,en
10717,3403,best app for getting knowledge about anything,5,positive,en
10718,3403,it's helpful for students also,5,positive,en
