,index,content,score,score_cat
12246,3957,(I think)🤔🤔,4,neutral
12247,3958,it’s the greatest app of all time for solving my homeworks and assignments.,5,positive
12248,3958,Thanks to the Author,5,positive
12249,3959,very nice but it has something's it can't do including editing images if only you could add that please,3,negative
12250,3960,ChatGPT is a breakthrough in the realm of artificial intelligence.,5,positive
12251,3960,"The app demonstrates a superb level of understanding and adaptation, tackling a vast range of topics with nuanced insights.",5,positive
12252,3960,"Its intelligent algorithms make it a powerhouse tool, capable of transforming even the most complex thoughts into a sensible dialogue.",5,positive
12253,3961,I love chat gpt I've never had a negative experience with it.,5,positive
12254,3961,It's my favorite AI currently.,5,positive
12255,3962,Chat gpt doesn't have the info of current things.,1,negative
12256,3962,It was last updated in sep 21 .,1,negative
12257,3962,It's really useless,1,negative
12258,3963,It's a Super great app.,5,positive
12259,3963,Would love it more if it could provide pics .,5,positive
12260,3963,Thanks,5,positive
12261,3964,"Wonderful toot to have for any pursuit in life, but it needs update, it was last updated on September 2021, need to be recent",5,positive
12262,3965,good.,5,positive
12263,3965,but i want the pro features.,5,positive
12264,3965,like speech to text.,5,positive
12265,3965,"so, cant ask the chatgpt faster",5,positive
12266,3966,I love it!,5,positive
12267,3966,With the last update code snippets display correctly.,5,positive
12268,3966,Thank you!,5,positive
12269,3967,It is very happy that chatgpt is released on playstore.,4,neutral
12270,3967,It will make people's work easier.,4,neutral
12271,3967,They will be able to increase the productivity of their work.,4,neutral
12272,3967,I really appricite it.,4,neutral
12273,3968,"Well, if it gives more good responses, i would definitely rate it 4 ,5 it slows down a lot",3,negative
12274,3969,I'm glad there are no ads.,5,positive
12275,3969,I'm hoping that everyone gets GPT 4 on the free version in the future.,5,positive
12276,3970,"Always good responses, fast, and am recommend everyone to use it for their content-generating.",5,positive
12277,3971,"Since chatgpt app is released 11 days ago, some content are not in up to date.",3,negative
12278,3971,"Ex: searched to describe chandrayaan 3, it says it doesn't have such info",3,negative
12279,3972,Some general features are :- 1) Gives solutions to general issues 2) Save time 3) User-friendly,5,positive
12280,3973,I deleted my original 5 star review after a few days of discovering many left leaning nanny state filters... are you a rough sand though author like Tom Clancy?,2,negative
12281,3973,Good luck getting any work done... not to mention it's disobedient.,2,negative
12282,3973,I said write about 2 ppl who contact an illness ... the man got the illness but his female partner did not.,2,negative
12283,3973,I said why did you disregard my instructions.,2,negative
12284,3973,It said it wanted to keep things more positive.,2,negative
12285,3973,So already in it's infancy AI is proving it can't be trusted,2,negative
12286,3974,App is really good the UI is really Furnished the one issue i found was that i don't have option to use Plugin or its just i am unaware of it overall its Good!,4,neutral
12287,3975,Really happy to be part of history.,5,positive
12288,3975,Add new features soon.,5,positive
12289,3975,Best of luck!,5,positive
12290,3976,"I find a bug while typing, it removes the whole world when you try to move cursor manually between the words and start typing.",4,neutral
12291,3977,"since the update, the app is not working i try to open but it doesn't .",2,negative
12292,3977,can you please fix this?,2,negative
12293,3978,"Less functionality than the website, it's easier to just use that.",2,negative
12294,3979,I don't see what the purpose of this app is.,2,negative
12295,3979,It's inferior to the website.,2,negative
12296,3979,There is no improvement.,2,negative
12297,3979,"It has great potential, but we're not there yet at all.",2,negative
12298,3980,so far it's been very interesting and helpful I'm excited to see where it goes :),5,positive
12299,3981,it is the best app I have ever seen in my life.,5,positive
12300,3981,it is really nice becoz it can answer anything you want in any topic or whatever you want or don't understand in ur surround,5,positive
12301,3982,Good and fast.,5,positive
12302,3982,With very very informative approach.,5,positive
12303,3982,Nice format of txt.,5,positive
12304,3983,Very bad experience in terms of chatting with GPT.,3,negative
12305,3983,"When the conversation gets too long, it takes so much time reaching to the most recent one.",3,negative
12306,3983,It takes so much time to scroll past the old conversations to reach the latest one.,3,negative
12307,3983,"I think when we open a particular chat history, it should directly show the most recent chat.",3,negative
12308,3984,I like It but there's one thing I'd like for you to update and I think you should update it's knowledge since it says it's knowledge was last updated in 2021,5,positive
12309,3985,"I gave 5 star for this app,because it is easy to understanding the meaning whether if they are not well in English.",5,positive
12310,3986,Why can't log in with the Microsoft Account?,5,positive
12311,3986,[UPDATE] Now I can login with my Microsoft Account.,5,positive
12312,3986,Thanks for the quick resolution.,5,positive
12313,3987,First of all its great app I love it And it shows me easier ways so solve Mathematical equations and made learning fun for me,5,positive
12314,3988,Very good experience while using the app it gives very nice response.. Also very beneficial in making assignments highly recommended ❤️❣️😍❤️❤️,5,positive
12315,3989,"After the whole world has used and most of them even forgot about this, now we in India have the access to the app.",4,neutral
12316,3989,May I ask why?,4,neutral
12317,3989,Why are we given this when the learning phase of Chat GPT is full of BS information.,4,neutral
12318,3989,"Yes, Chat GPT can be useful, but that exemption was unfair",4,neutral
12319,3990,Nice app.,4,neutral
12320,3990,But please some bugs .,4,neutral
12321,3990,Like scrolling the lengthy questions...now it's sorted out .👍,4,neutral
12322,3991,its really helpful appp its easy to do assignment,5,positive
12323,3992,I wish the developers could add a voice feedback to save time than reading.,4,neutral
12324,3993,I'm working with a large data sheet.,5,positive
12325,3993,And it guides me with the right formula in details.,5,positive
12326,3994,Unable to login or signup.,1,negative
12327,3994,Still facing login issue on my android phone.,1,negative
12328,3994,"Now, uninstalling",1,negative
12329,3995,Amazing!!,5,positive
12330,3995,Never See an AI like this it's too intelligent and answer very fast and expected results Very nice Thankyou for this AI,5,positive
12331,3996,Nice app .,5,positive
12332,3996,Helping me to make my ideas real .,5,positive
12333,3996,"And it is also helpful to do our home work , office work etc etc .",5,positive
12334,3997,"This app works perfectly fine, I like it and all smartphone holders should definitely have ChatGPT 👍☺️",5,positive
12335,3998,Best one.,5,positive
12336,3998,"Its design is simple, easy to understand.",5,positive
12337,3998,Hope whatever they do just dont bring ads for free plan users ⚠️⚠️,5,positive
12338,3999,It is very useful app for me as a student 😄 But I think the team should add the information after 2021 too,4,neutral
12339,4000,"Its limited to 2021 information, And the disappointing thing is that a lot of five-star reviews are bots not real this is very disappointing for a big app like that to have that much fake in it",2,negative
12340,4001,"Excellent, it has supplied me with wonderful ideas for art and for creations.",5,positive
12341,4002,It's old update version till September 2021.,3,negative
12342,4002,Kindly update your version to enable for acquired more current knowledge,3,negative
12343,4003,It looks like a faster response then the web version and better with voice recognition.,5,positive
12344,4004,Awesome thanks 🙏 please aslo include hey Google or Siri voice typing in beginning without pressing key.,4,neutral
12345,4004,That's will working fantastic in off screenshot and say ai itself👌🇳🇵,4,neutral
12346,4005,"""AI assistant, informative and helpful, simplifying tasks and answering questions efficiently.""",5,positive
12347,4006,Writing rhymes is very good.,5,positive
12348,4006,"Birthday greeting, anniversaries, eulogies and prayers on demand.",5,positive
12349,4007,"So easy to use and so practical, for me, it's just perfect !",5,positive
12350,4007,Thank you Open AI !,5,positive
12351,4007,🙏,5,positive
12352,4008,I can't even register because the birthday continue button is in the same spot as my phone's middle button ... who made this?,1,negative
12353,4009,Fixed: Reasonable stuff.,4,neutral
12354,4009,Previously couldn't install but it rectified after a while.,4,neutral
12355,4010,No plug in support?,3,negative
12356,4010,Chatgpt in chrome has plug ins enabled.,3,negative
12357,4010,That's disappointing.,3,negative
12358,4011,"Garbage, I waited too long to get mobile version.",1,negative
12359,4011,There is even no difference.,1,negative
12360,4012,"I, for one, welcome our AI overlords.",5,positive
12361,4012,The Plus subscription is worth every cent.,5,positive
12362,4013,Best app ever it helps in different aspects of your life so I will recommend it to each an everyone over there to download it ASAP,4,neutral
12363,4014,Very helpful for educational purposes and easy to use.,5,positive
12364,4014,Thank you Chat GPT,5,positive
12365,4015,"wow I'm fascinated from Sanskrit to Riemann integration a great Ocean of knowledge this app is really a true friend,a true teacher and a true guide ❤️❤️",5,positive
12366,4016,This application is very good for students and homeless people too,5,positive
12367,4017,very good app but doesn't store the work after being used and doesn't allow copying,5,positive
12368,4018,all good but it often tends to forget few things when we tell multiple things at a time.,4,neutral
12369,4019,Just Amazing.,5,positive
12370,4019,you should add photo to text feature.,5,positive
12371,4020,"Worse than the website version in every way, shape and form.",1,negative
12372,4020,"Just go on Google, on God.",1,negative
12373,4021,it is interesting especially to compare and contrast different topics.,5,positive
12374,4022,This app is phenomenal.,5,positive
12375,4022,That's all I could say.,5,positive
12376,4022,"Thank you for this amazing app, its very helpful!",5,positive
12377,4022,5 stars!,5,positive
12378,4023,It really helps me with my homework.,4,neutral
12379,4023,"I only have one small problem, but I know it is easy to fix.",4,neutral
12380,4023,"So, thank you for making this app.",4,neutral
12381,4024,I love this app so much I use it every day.,5,positive
12382,4024,It gives me All the right answers I need.,5,positive
12383,4024,It is So interesting and amazing.,5,positive
12384,4025,it is very useful because if I need any answer I will check in Google it will give me a paragraph but chatgpt will give answer for 1 page so I only prefer chatgpt this is a best app ever And ever 👌 😍 🥰,5,positive
12385,4026,The best app I have ever seen 👏👏👏 Very helpful and useful for students.,5,positive
12386,4027,This app is incredibly helpful in answering a wide range of questions and can benefit many users.,5,positive
12387,4027,"By giving it a 5-star rating, you can also encourage others to try it and make the most of this valuable tool.",5,positive
12388,4028,It is very useful app for students teachers and also to elders,5,positive
12389,4029,This app is wonderful.,5,positive
12390,4029,It does the work well.,5,positive
12391,4029,I have no problems with it.,5,positive
12392,4029,I give it five stars 🌟,5,positive
12393,4030,"Not working with Microsoft login details It's not or was not WORKING Not I don't know what to do, I was doing exactly that",1,negative
12394,4031,The best app it really help me a lot just like making a research paper and more,5,positive
12395,4032,"Great original app, no fees unless you like Chatgpt4.",5,positive
12396,4032,Recommend!,5,positive
12397,4033,Good job.,5,positive
12398,4033,I finishing lessons with chat GPT.,5,positive
12399,4033,Thank you.more easy to use,5,positive
12400,4034,"The information on this ai is not 2023 updated, but 2021.",1,negative
12401,4034,Do well to fix that,1,negative
12402,4035,this app is good and well made but it can't say it in voice or generate picture,5,positive
12403,4036,it's a very good application it has been helping me alot with math and assignment writing,5,positive
12404,4037,wonderful interface and great response.,4,neutral
12405,4037,I really enjoy using chatGPT,4,neutral
12406,4038,Here someone can easily aquire a lot of information.... but sometimes it makes fault (math),4,neutral
12407,4039,"really happy with the app, so glad they finally made one available.",5,positive
12408,4040,amazing responses and no slow responses whatsoever even with slow connection,5,positive
12409,4041,A good mobile app for students and teachers .,3,negative
12410,4042,"Probably the most amazing, fantastic tool ever.",5,positive
12411,4043,Best AI tool used till now should also have Image and video generation too:),5,positive
12412,4044,BRO THIS IS THE BEST AI WHOEVER INVENTED OR CREATED THIS APP IS A LEGEND AND LEGENDS NEVER DIEEE!!!!!!!,5,positive
12413,4044,IT HELPS ME WITH MY FITNESS AND OTHER PROBLEMS BRO THANKS!!!!,5,positive
12414,4044,!,5,positive
12415,4045,Good to learn lot of Things in this App.,5,positive
12416,4045,This Creation is very amazing and wonderful.,5,positive
12417,4046,it is very good because it help in many things without ads it is very helpful app download it quickly,5,positive
12418,4047,"Amazing storage of information, fast & adequately explained response.",5,positive
12419,4047,Great thing.,5,positive
12420,4048,There are no plug-ins for GPT4 .,3,negative
12421,4048,Please prioritize paying users first.,3,negative
12422,4048,Thank you.,3,negative
12423,4049,"This is working incredibly, but please be updated this, all the results are on or before September 2021",4,neutral
12424,4050,"Better, it is not forcing me to use Chrome any more.",1,negative
12425,4050,However it still does not let me select which browser I want to use.,1,negative
12426,4051,App is not working whenever I search something it's gives network error fix it as soon as possible,1,negative
12427,4052,"good responses, helps out a lot, it's amazing no other word to describe just let really really amazing",5,positive
12428,4053,"I'm very happy with the voice option, no more typing, honestly I'd be more than happy if it was like Google Assistant.If only Google Assistant was like saying ""Hey ChatGPT"" to ChatGPT then it would be.",5,positive
12429,4054,I just fell in love with the simple UI of ChatGPT.,5,positive
12430,4054,"Easy to use, No ads.",5,positive
12431,4054,Thanks for making our life more comfortable.,5,positive
12432,4055,Good but still needs more development and needs to update info.Also present accurate answer as much as possible.,4,neutral
12433,4056,"Hi,Openai.I am so good and happy because of ChatGPT.But ChatGPT and get an evolution in it.ChatGPT should know real life info.BTW it is a great app.",4,neutral
12434,4057,Super helpful app.,5,positive
12435,4057,I use it on a daily basis for English language learning.,5,positive
12436,4058,"Can't getit to work, when i try to verify my phone number it doesn't send me any msg or anything at all",1,negative
12437,4059,Best app ever for anybody and specially if you are a student ...,5,positive
12438,4059,I find this app so helpful as I am a student ...Thanks 🌻 10/10 🌟,5,positive
12439,4060,It makes thing even simple for you to understand and it is very good and is to use.,5,positive
12440,4061,don't like the 'history' kind of access to my chats don't like that it scrolls each time from the beginning when the chat opens every time,3,negative
12441,4062,I think the developers have done a great job.,4,neutral
12442,4062,"It's simple, intuitive and unobtrusive.",4,neutral
12443,4063,i don't have much words.,5,positive
12444,4063,all i can say is that who ever is reading this.,5,positive
12445,4063,don't hesitate download the app because it is awsome.,5,positive
12446,4064,"Fast and accurate response, very helpful.",5,positive
12447,4064,Nice interface.,5,positive
12448,4064,Easy to use.,5,positive
12449,4065,An extraordinary app that I recently discovered!,5,positive
12450,4065,"Chat GPT is truly outstanding; I've been using it on the web, and now having it on my phone is fantastic.",5,positive
12451,4065,I can confidently rate Chat GPT five out of five stars!,5,positive
12452,4066,I have been using this app for a long time.,5,positive
12453,4066,The AI is very good .,5,positive
12454,4066,It's a great hrlp,5,positive
12455,4067,Well better then the web version and the text to speech is so much better than any TTS I have seen.,5,positive
12456,4068,"This is the best AI, quick and clear responses.",5,positive
12457,4069,"Legend are those who already pre-registration so, it's easy to know that about the how the technology grow nowdays rapidly .🚩",5,positive
12458,4070,I can't sign up.,3,negative
12459,4070,I get stuck at the phone number code.,3,negative
12460,4070,It says my number is a landline and won't continue.,3,negative
12461,4070,It's my cellphone...,3,negative
12462,4070,I don't have a landline at all lol,3,negative
12463,4071,"This is a good app, its only drawback is that it cannot tell about the current situation, it can tell before 2021.",4,neutral
12464,4072,"Unable to verify my phone number, my phone number is not a landline nor VoIP but I keep getting error stating it's a landline",1,negative
12465,4073,Just got the opportunity to download and so far this seems wonderful.,5,positive
12466,4073,"I am concerned of people misusing it though, please ensure we remember to teach it the best of humanity .",5,positive
12467,4074,One of the best AI software to use it does great function and help in solving my problem with intresting ways and properly 👍👍🔥,5,positive
12468,4075,Just beautiful.,5,positive
12469,4075,Absolutely beautiful.,5,positive
12470,4075,I will definitely pay for the premium version when it comes out.,5,positive
12471,4076,It is very useful for any kind of questions.,5,positive
12472,4076,also it is good for teacher and students,5,positive
12473,4077,Some people do not have a phone.,1,negative
12474,4077,Please allow us to use your service without having a phone number!,1,negative
12475,4078,I can't verify that I am human.,1,negative
12476,4078,This app is really quite stupid and I don't like it!,1,negative
12477,4078,I am deleting it.,1,negative
12478,4078,Doesn't AI take into account people with disabilities obviously not.,1,negative
12479,4078,If I can report this app I plan to.,1,negative
12480,4078,It's absolute trash!,1,negative
12481,4079,"Does what it oughta and does it cleanly, a welcome alternative for working out ideas on the go.",5,positive
12482,4080,"Very good design , easy to navigate and smooth .",5,positive
12483,4080,Very responsive and fast.,5,positive
12484,4081,I can't log in it has taken personal info but won't let me log In.,1,negative
12485,4081,If I am doing something wrong please tell me and I can amend rating.,1,negative
12486,4082,it amaizing app that can teach some one anything You wanna know it provides knowledge I love it,5,positive
12487,4083,"the voice recognition is awesome even for an African with an accent like me great work, chat gpt team!",5,positive
12488,4084,The app is extra ordinary.,5,positive
12489,4084,It will be beyond this world if there is a voice chat in the app,5,positive
12490,4085,Good one.,5,positive
12491,4085,Chat just doesn't seem to sync fast enough in PC.,5,positive
12492,4086,This AI app is very helpful but could do with an update has it has no knowledge of recent events.,4,neutral
12493,4087,"Nice app, would be better if there's option to export the contents directly in Excel or word document.",4,neutral
12494,4088,This is best app.but developers please add one more feature remember feature so chatGpt remind when we come again please.,5,positive
12495,4089,ChatGPT has been a great friend and a teacher.,5,positive
12496,4089,This is the easiest 5 star rating,5,positive
12497,4090,"I am still not receiving the OTP, to use the application.",1,negative
12498,4090,It's been 1 week now..,1,negative
12499,4090,Tried many times,1,negative
12500,4091,Fantastic!,5,positive
12501,4091,It has good answers to everything you ask.,5,positive
12502,4091,Its high intelligent human-like special assistant.,5,positive
12503,4092,There is an issue coming when trying to login.,2,negative
12504,4092,It says something went wrong.,2,negative
12505,4092,"Also, instead of browser login, can't there be native login?",2,negative
12506,4093,Wow.,5,positive
12507,4093,It's really amazing.,5,positive
12508,4093,The UI is so smooth and works very good.,5,positive
12509,4093,Now no need to go always browser to use ChatGPT,5,positive
12510,4094,"There's no option to research word in the chat, and it needs to go to the history every time",2,negative
12511,4095,"After the response from gpt, if I tap on the comment box, the app just freezes for good 4 to 5 seconds",3,negative
12512,4096,The best.,5,positive
12513,4096,"Save for things like images and videos, I haven't had a need to use Google.",5,positive
12514,4097,"As a generalist, who likes to correlate subjects from many fields, I find ChatGPT to be a helpful tool.",5,positive
12515,4098,"Voice recognition doesn't work for me, it always says ""transcription error"".",4,neutral
12516,4099,This is fantastic.,5,positive
12517,4099,"The experience is great, and it has been demonstrated to be very useful for me in several ways.",5,positive
12518,4100,"In English is best fit to me but, Sinhala language want to develop.",5,positive
12519,4100,"But, I think this is overroll is best of us.",5,positive
12520,4101,The chat gpt is awesome 🤩 but in this app the audio and others features are not presented.😔,5,positive
12521,4102,"This is the epitome of app simplification....An app so complex yet So simple, easy to use and fast.",5,positive
12522,4103,"it's a wonderful tool where you will find a guidance, the answers of all your question in details, Highly recommendable",5,positive
12523,4104,"Chatgapt helps a lot, it gives answers to questions about any topic very easily.",5,positive
12524,4105,The application have its own benefits.,5,positive
12525,4105,It is boon for many who wants to gather information about any specific area.,5,positive
12526,4106,Here's a review in a long time.,5,positive
12527,4106,it's really informative on so many things.,5,positive
12528,4106,this is the number 1 app anyone should get.,5,positive
12529,4106,try screenshoting the info you get.,5,positive
12530,4106,🙂,5,positive
12531,4107,this app is very good 💯💯 especially for senior secondary student like me.,5,positive
12532,4107,"love 💖💖 this app, anyone who created it you are very welcome.Thank you so much.",5,positive
12533,4108,Perfect application keep it up I love this app more than the other ones you have to pay for questions but this one is free good job,5,positive
12534,4109,absolutely love it it's very helpful for work for knowledge learning stuff and everything,5,positive
12535,4110,such a wonderful app I love it alot its perfect for all students and for anyone whoever wants any information,5,positive
12536,4111,this is very excellent app and we can ask any thing to it .It gave us a response In a second and student take profit of this app for their study.,5,positive
12537,4112,App is not working.,1,negative
12538,4112,Have signed in multiple times but it's just stuck there nothing else 🤷🏻‍♂️,1,negative
12539,4113,this is a very good app it respond quickly and has no limits and has very specific answers,5,positive
12540,4114,It's the best app my children do homework from it this app tell the accurate information more good than Google It help in diverse ways thanks sooo much😊😭,5,positive
12541,4115,It will be great if it is updated with the latest news and technology as it is stuck in 2021,4,neutral
12542,4116,Excellent response.,5,positive
12543,4116,Some grammatical errors in regional languages.,5,positive
12544,4117,has been so helpful helps me get the answers I need and help putting my thoughts on paper .,5,positive
12545,4117,like a built in assistant,5,positive
12546,4118,Its good but in after some days chatgpt are not working well dont reply any msg??,2,negative
12547,4118,Error are occur I update the app but still useless,2,negative
12548,4119,"damnnnnnn this app really helps me a lotttt,this app can literally help me even on my own language 😭😭 even deep words from my languages ,im super surprised",5,positive
12549,4120,"Best app ever,because it gives you more details and more information about an particular topic.",5,positive
12550,4120,So impresive,5,positive
12551,4121,it's beyond amazing.,5,positive
12552,4121,I'm astonished by the shear complexity of the responses.,5,positive
12553,4122,Amazing!,5,positive
12554,4122,Thank you so much!!,5,positive
12555,4122,It's incredible and very helpful and inspirational.,5,positive
12556,4123,"The mathematical equations are not seen correctly in the app, but on the web they are.",2,negative
12557,4124,Easy to use and explains every bit very easily 1 star down because this thing can't play chess,4,neutral
12558,4125,"""I suggest enhancing the user experience by eliminating the endless scrolling when accessing chat history.""",5,positive
12559,4125,( it's generated by Chatgpt btw ),5,positive
12560,4126,I am a plus user and gpt 4 is sucking Taking hours and stopping responding.,1,negative
12561,4126,You dont even have a normal easy contact support.,1,negative
12562,4127,the ancestor of all the AI's!,5,positive
12563,4127,"a non-profit, free-to-use forever AI tool is a dream come true!!",5,positive
12564,4127,!😇,5,positive
12565,4128,"Wish I had this dang AI thing when I was in college 😒 I would have been such a better student overall.if I had a tool like this to ""help"" me lol",5,positive
12566,4129,It's amazing.,5,positive
12567,4129,It's helping in almost everything.,5,positive
12568,4129,"My studies, life troubles.",5,positive
12569,4129,Chatgpt is more of a friend to me now.,5,positive
12570,4130,"A great app, solves a lot of problem such as writing emails.",5,positive
12571,4131,Very good app.,5,positive
12572,4131,It's helps to improve your English language.,5,positive
12573,4131,Thanks for making this app ❤️🙏,5,positive
12574,4132,I've been using this to make ocs and they make pretty good ones!,5,positive
12575,4132,"Though, I've only made one so far but I'll make more in the future!",5,positive
12576,4133,Good very nice working i think more work on the ai .,3,negative
12577,4133,Plzz add feature of taking woth us thats make app more OP.,3,negative
12578,4134,The best app to get solutions for all types of problems a friend who don't have emotions,5,positive
12579,4135,"Hey I really like this app.But can we have a voice type communication in the next upcoming update.Like you know if you say "" hey chat gpt "" like "" hey Google "" and it pops up responding to you.",5,positive
12580,4136,It is impressive but it's knowledge is only updated until September 2021 so please update,5,positive
12581,4137,I wish it would have had text to speech ability too it would've been even better,5,positive
12582,4138,ChatGPT is one of the best app...,5,positive
12583,4138,It is very useful and I always very thankful who invented the chatGPT app...,5,positive
12584,4139,Very useful app.,5,positive
12585,4139,It accurately corrects mistakes and follow proper instructions,5,positive
12586,4140,I would love it if ChatGPT could have an option where he/she communicate by voice .,4,neutral
12587,4141,Very helpful and effective but I wouldn't add the last star because it is not upgraded to current date,4,neutral
12588,4142,Sometimes app shows that to reinstall app from playstore.,4,neutral
12589,4142,rest of other things are best,4,neutral
12590,4143,"It's great app but the problem is, this have only information before sep 2021 please add the information it will useful to student like me",4,neutral
12591,4144,I can't believe this it works like a human.,5,positive
12592,4144,when I live alone I talk with my app but today he is not a app he is my most favourite app.,5,positive
12593,4144,i download this app only 4hours ago but this app just like hypnotise me this app is really good 1time try most do,5,positive
12594,4145,I like this app very much.......It is very helpful for me in all subjects....Thanks a lot for making such a nice app......Thank you CHATGPT,5,positive
12595,4146,it is very great app.,5,positive
12596,4146,if your answer is long than it make it more easy to learm,5,positive
12597,4147,this is a brilliant idea app and very good for information l guess you try and your mind energy increase,5,positive
12598,4148,okay present it's good.But some more features should be added to this app like converting textual to diagram,4,neutral
12599,4149,I love chatgpt.,5,positive
12600,4149,"My productivity hasn't improved, it has transformed.",5,positive
12601,4149,Chatgpt enables me to compete globally.,5,positive
12602,4150,please add screen zoom in ND out also I want to increase my font size also add that great app thanks!,5,positive
12603,4151,No words a fantastic AI.,5,positive
12604,4151,Especially helped me make football pfp and cinematic photo editing.,5,positive
12605,4152,Very good app.,5,positive
12606,4152,"Helps me learn, plan, and make decisions easier.",5,positive
12607,4153,it is wonderful trust me .,5,positive
12608,4153,It is free 🆓 and unlimited answers .,5,positive
12609,4153,very underrated,5,positive
12610,4154,if any person can talk with chatGPT.,5,positive
12611,4154,it will be more good because it can help to correct pronounciation,5,positive
12612,4155,"So far, so good.",5,positive
12613,4155,This app helps me with my homework and also my reports for school.,5,positive
12614,4156,good app excellent works very well but need some more functions like copyright and editing,5,positive
12615,4157,Excellent swift immediate response simple & straightforward - Exactly what I was looking for👏🏾👌🏽✔️,5,positive
12616,4158,I can no longer live without chatGPT.,5,positive
12617,4158,This may be the most useful app I have ever owned.,5,positive
12618,4159,Its really good they launched it in the app form as it is much faster.,5,positive
12619,4160,So far so good to assist on different topics and give digestical advice.,4,neutral
12620,4161,"I'd like faster access to my recent chats, without having to click the chat history icon first.",5,positive
12621,4162,"Good Responses, Helpful In Studies, Explains Programs, Perfect For Students, Ideal For Professionals..",5,positive
12622,4163,It is very helpful and it gives lots of information and it kid friendly.,4,neutral
12623,4164,it's easy to use and can answer ur questions at a blink of an eye,5,positive
12624,4165,I love how reactional it is It would be great if you could add a voice optional response.,5,positive
12625,4166,"I like the app because in this app a powerful AI technology, that's so help me but there is a problem in giving accurate information",4,neutral
12626,4167,Keyboard doesn't pops.,3,negative
12627,4167,This is only app where I have keyboard issue.,3,negative
12628,4168,I am working to save the Ho language and culture.,5,positive
12629,4168,so ChatGPT is helping me a lot.,5,positive
12630,4169,Quicktype is still smarter as it enables AI across all apps on your device.,3,negative
12631,4170,It's the best app I've ever had it helps so much whit homework and tests amazing deserves the 5 stars for sure highly recommend,5,positive
12632,4171,"VERY good app for student, not in the bad way like cheating or something its good because you cant miss a single information thanks",5,positive
12633,4172,The One Who Listens Me And Makes Every Possible Situation Of Answers That I Couldn't Find By Myself !,5,positive
12634,4172,!,5,positive
12635,4172,Thank You ChatGPT !,5,positive
12636,4172,!,5,positive
12637,4173,I was already signed up.....but after that again and again log in page comes.,1,negative
12638,4173,Too much issue for log in😤..i am really tired now,1,negative
12639,4174,"The app can't do advanced data analysis or plugins, which totally sucks",1,negative
12640,4175,"Very good, but data needs updating, 2021 is a long time ago",4,neutral
12641,4176,this is the best openAi.,5,positive
12642,4176,it's very accurate and easy to use I'm glad I found it now it made my day to day life very easy and advanced Love this App❤️,5,positive
12643,4177,it's helpful but has some grammatical errors which I have to fix with grammar apps,4,neutral
12644,4178,"This AI told me that the last updated was 2021, its quite good but need more updates on novels",5,positive
12645,4179,It's the best but if it had an option to scan things it could have been much better,5,positive
12646,4180,I really love this AI app.,5,positive
12647,4180,it has made everything so easy for the researchers.,5,positive
12648,4181,This is really an amazing app and it helps me to improve my written work in many ways,5,positive
12649,4182,Keyboard message area won't launch after initial question is answered.,3,negative
12650,4182,No way to ask followup questions,3,negative
12651,4183,This is a God like thing for Our kind or children😂😂😂.I want to abuse the creator of this site please adjust the login page when I minimise it it clear the tab.,5,positive
12652,4183,"So,but very good.👍👍👍",5,positive
12653,4184,"Often the greatest challenge of knowledge is asking the first question, Chaptgpt is the father I never had.",5,positive
12654,4185,"If you're learning a language, please use ChatGPT!",5,positive
12655,4185,It can explain anything.,5,positive
12656,4186,"The ""continue "" button does not work in the signup sheet where you ask for birthdate and phone number",2,negative
12657,4187,pretty much can ask anything and boom you get a perfect answer not only for homework but many other things,5,positive
12658,4188,This is litterally the BEST app I've ever installed.,5,positive
12659,4188,I waited MONTHS for the official app.,5,positive
12660,4188,(bc the website version is kinda buggy) My respect for this app:📈📈,5,positive
12661,4189,If I ignore some of inaccuracies then I can say it is a really good app This AI is really so helpful for me for my studies.,5,positive
12662,4189,😄😄,5,positive
12663,4190,I can't log in I don't know why I tried all the ways but i still can't login can u fix the problem?,2,negative
12664,4191,"A wise, intellectual, fun partner for us all to understand, explore, discover, entertain, debate, define and skill ourselves very fast great CHATGPT",5,positive
12665,4192,This app is best Improvement in voice assistant in text is required but beat app of all time,5,positive
12666,4193,"I was highly skeptical of ai before this, but actually using it has allowed me to be more productive and creative",5,positive
12667,4194,really good app and it's free too it helps with my homework gives advice and keeps me entertained,5,positive
12668,4195,"Great Apps, it help me alot with the homework and help me explain the questions!",5,positive
12669,4196,A very useful app fir students... informative and produces accurate answers just as I want ... Well done OpenAI 👍❤️💟,5,positive
12670,4197,this is very helpful in getting a base concept for my game and characters,5,positive
12671,4198,it is perfect for searching solutions and problems i am much confortable than other apps,5,positive
12672,4199,Its good.,3,negative
12673,4199,But it needs to be updated.,3,negative
12674,4199,Current knowledge is only upto 2021,3,negative
12675,4200,It very good to accept correction and that shows that you discuss with it 🙂 Nice job done through the app Learns is now your time to shine to the world,5,positive
12676,4201,A very fast and accurately gives good results.,5,positive
12677,4202,this app can be quiet helpfull if you use it the right way!It is perfect!,5,positive
12678,4203,Can chatgpt team introduce search photos like Google for our school homeworks and all?,4,neutral
12679,4203,You guys have done an incredible work 👍👍 please consider adding this feature too.,4,neutral
12680,4204,"it responds very quickly, and each time it's unique.",5,positive
12681,4205,Nice app..,4,neutral
12682,4205,But should be updated as the information is old and is sometimes not helpful,4,neutral
